vendorid,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,ratecodeid,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,trip_type
2,2015-02-18T09:07:49.000,2015-02-18T09:25:11.000,N,1,-73.937973022460938,40.796836853027344,-73.956016540527344,40.767574310302734,1,2.38,13,0,0.5,1,0,0.3,14.8,1,1
2,2015-02-24T10:45:35.000,2015-02-24T11:00:01.000,N,1,-73.937431335449219,40.824066162109375,-73.931137084960937,40.802631378173828,1,1.95,11,0,0.5,0,0,0.3,11.8,1,1
2,2015-02-28T20:23:36.000,2015-02-28T20:58:10.000,N,1,-73.861518859863281,40.892280578613281,-73.85479736328125,40.752521514892578,1,15.11,43.5,0.5,0.5,0,5.33,0.3,50.13,1,1
2,2015-02-28T19:12:47.000,2015-02-28T19:16:58.000,N,1,-73.954353332519531,40.587593078613281,-73.941413879394531,40.592597961425781,1,0.95,5,0,0.5,0,0,0.3,5.8,1,1
2,2015-02-05T20:20:33.000,2015-02-05T20:23:30.000,N,1,-73.829948425292969,40.713718414306641,-73.821784973144531,40.713863372802734,1,0.53,4,0.5,0.5,0.9,0,0.3,6.2,1,1
2,2015-02-23T15:16:41.000,2015-02-23T15:38:39.000,N,1,-73.889259338378906,40.860710144042969,-73.886009216308594,40.814693450927734,1,4.56,18.5,0,0.5,0,0,0,19,2,1
2,2015-02-20T17:08:04.000,2015-02-20T17:39:45.000,N,1,-73.970664978027344,40.684825897216797,-73.915107727050781,40.653152465820312,6,4.85,22.5,1,0.5,0,0,0.3,24.3,2,1
2,2015-02-19T10:18:16.000,2015-02-19T10:32:18.000,N,1,-73.878921508789063,40.879581451416016,-73.881515502929688,40.844718933105469,1,3.84,14.5,0,0.5,0,0,0.3,15.3,2,1
2,2015-02-24T15:24:37.000,2015-02-24T15:31:58.000,N,1,-73.890068054199219,40.861007690429688,-73.881065368652344,40.845535278320313,1,1.41,7,0,0.5,0,0,0.3,7.8,2,1
2,2015-02-07T20:43:43.000,2015-02-07T21:03:14.000,N,1,-73.98828125,40.674716949462891,-73.963020324707031,40.719070434570313,1,4.81,17.5,0.5,0.5,3.2,0,0.3,22,1,1
1,2015-02-07T19:40:59.000,2015-02-07T19:44:51.000,N,1,-73.891189575195313,40.746925354003906,-73.890274047851563,40.753192901611328,1,0.6,4.5,1,0.5,0,0,0.3,6.3,2,1
2,2015-02-19T12:28:02.000,2015-02-19T12:54:55.000,N,1,-73.987144470214844,40.694011688232422,-73.912689208984375,40.654617309570312,1,5.41,22,0,0.5,0,0,0.3,22.8,1,1
2,2015-01-05T14:17:10.000,2015-01-05T14:28:25.000,N,1,-73.925384521484375,40.761688232421875,-73.900161743164062,40.746555328369141,1,1.86,9,0,0.5,1.8,0,0.3,11.6,1,1
2,2015-02-12T10:16:13.000,2015-02-12T10:19:13.000,N,1,-73.944770812988281,40.813926696777344,-73.950790405273437,40.809963226318359,1,0.53,4,0,0.5,0.96,0,0.3,5.76,1,1
2,2015-02-09T22:45:52.000,2015-02-09T22:55:40.000,N,1,-73.890769958496094,40.746402740478516,-73.880073547363281,40.75750732421875,1,1.47,8.5,0.5,0.5,1.8,0,0.3,11.6,1,1
2,2015-02-16T16:47:31.000,2015-02-16T16:55:26.000,N,1,-73.94232177734375,40.754039764404297,-73.914970397949219,40.752841949462891,1,1.8,8,0,0.5,0,0,0.3,8.8,2,1
1,2015-02-11T07:29:52.000,2015-02-11T07:36:26.000,N,1,-73.921340942382813,40.678844451904297,-73.92108154296875,40.669231414794922,1,0.7,6,0,0.5,0,0,0.3,6.8,2,1
2,2015-02-13T20:43:30.000,2015-02-13T21:06:05.000,N,1,-73.963676452636719,40.710395812988281,-73.961128234863281,40.656688690185547,1,4.63,18,0.5,0.5,3.86,0,0.3,23.16,1,1
2,2015-02-09T10:31:25.000,2015-02-09T10:34:49.000,N,1,-73.874595642089844,40.735065460205078,-73.866645812988281,40.736377716064453,1,0.65,4.5,0,0.5,0,0,0.3,5.3,2,1
2,2015-02-19T08:45:31.000,2015-02-19T08:51:17.000,N,1,-73.990974426269531,40.702308654785156,-74.002189636230469,40.714946746826172,1,1.81,7,0,0.5,1.2,0,0.3,9,1,1
2,2015-02-13T18:43:31.000,2015-02-13T19:02:16.000,N,1,-73.830184936523438,40.713722229003906,-73.789260864257813,40.676162719726563,1,4.12,15.5,1,0.5,0,0,0.3,17.3,2,1
2,2015-02-22T08:31:56.000,2015-02-22T08:47:56.000,N,1,-73.948661804199219,40.803596496582031,-73.991836547851563,40.747547149658203,1,4.98,17,0,0.5,1,0,0.3,18.8,1,1
2,2015-01-01T18:34:04.000,2015-01-01T18:41:03.000,N,1,-73.866096496582031,40.845321655273438,-73.860115051269531,40.876171112060547,1,2.29,9,1,0.5,0,0,0.3,10.8,2,1
2,2015-02-22T18:24:17.000,2015-02-22T18:39:28.000,N,1,-73.990577697753906,40.693965911865234,-73.989700317382812,40.735481262207031,1,3.66,13.5,0,0.5,2.86,0,0.3,17.16,1,1
2,2015-02-18T18:11:32.000,2015-02-18T18:15:58.000,N,1,-73.951011657714844,40.810428619384766,-73.937423706054687,40.828971862792969,1,1.46,6,1,0.5,0,0,0.3,7.8,2,1
2,2015-02-10T18:03:07.000,2015-02-10T18:27:07.000,N,1,-73.986129760742188,40.703853607177734,-73.966697692871094,40.759029388427734,1,6.62,22.5,1,0.5,4.86,0,0.3,29.16,1,1
2,2015-02-11T12:12:56.000,2015-02-11T12:21:21.000,N,1,-73.917076110839844,40.771141052246094,-73.919593811035156,40.758289337158203,1,1.11,7,0,0.5,0,0,0.3,7.8,2,1
2,2015-02-13T21:48:55.000,2015-02-13T21:52:18.000,N,1,-73.966102600097656,40.804817199707031,-73.959991455078125,40.808113098144531,5,0.52,4.5,0.5,0.5,1.45,0,0.3,7.25,1,1
1,2015-02-16T14:31:20.000,2015-02-16T14:50:29.000,N,1,-73.940330505371094,40.716934204101563,-73.984619140625,40.703453063964844,1,4,16,0,0.5,0,0,0.3,16.8,2,1
2,2015-02-04T18:31:14.000,2015-02-04T18:42:10.000,N,1,-73.875419616699219,40.748516082763672,-73.855796813964844,40.744548797607422,5,1.29,8,1,0.5,0,0,0.3,9.8,2,1
2,2015-02-15T21:02:15.000,2015-02-15T21:16:28.000,N,1,-73.891212463378906,40.746810913085938,-73.87615966796875,40.767982482910156,1,2.32,11.5,0.5,0.5,0,0,0.3,12.8,1,1
2,2015-01-10T09:13:39.000,2015-01-10T09:22:29.000,N,1,-73.936477661132812,40.760093688964844,-73.91058349609375,40.775943756103516,2,2.21,9.5,0,0.5,1,0,0.3,11.3,1,1
1,2015-02-16T12:14:43.000,2015-02-16T12:22:24.000,N,1,-73.932769775390625,40.79541015625,-73.966300964355469,40.756301879882813,1,3.7,12,0,0.5,1,0,0.3,13.8,1,1
1,2015-02-08T16:58:32.000,2015-02-08T17:11:46.000,N,1,-73.863746643066406,40.732864379882812,-73.879440307617187,40.736427307128906,1,1.1,9.5,0,0.5,0,0,0.3,10.3,2,1
2,2015-02-04T05:21:03.000,2015-02-04T05:29:47.000,N,1,-73.903373718261719,40.745323181152344,-73.895919799804688,40.733203887939453,1,1.47,8,0.5,0.5,0,0,0.3,9.3,2,1
1,2015-01-30T14:44:32.000,2015-01-30T15:04:21.000,N,1,-73.844329833984375,40.721317291259766,-73.825897216796875,40.68011474609375,1,3.6,15.5,0,0.5,0,0,0.3,16.3,2,1
1,2015-02-06T08:30:21.000,2015-02-06T08:34:48.000,N,1,-73.9534912109375,40.587131500244141,-73.940826416015625,40.584346771240234,1,0.8,5,0,0.5,1.15,0,0.3,6.95,1,1
2,2015-02-25T11:52:42.000,2015-02-25T11:57:26.000,N,1,-73.994964599609375,40.575534820556641,-73.981452941894531,40.576553344726563,1,0.69,5,0,0.5,0,0,0.3,5.8,2,1
2,2015-02-03T15:38:04.000,2015-02-03T16:17:43.000,N,1,-73.821357727050781,40.826053619384766,-73.861000061035156,40.832622528076172,1,4.23,17,0,0.5,0,0,0.3,17.8,2,1
2,2015-01-26T13:54:02.000,2015-01-26T14:05:48.000,N,1,-73.953033447265625,40.807510375976563,-73.934341430664063,40.803043365478516,1,1.29,8.5,0,0.5,1,0,0.3,10.3,1,1
2,2015-02-24T10:21:27.000,2015-02-24T10:53:16.000,N,1,-73.947395324707031,40.632419586181641,-73.953826904296875,40.638702392578125,1,5.5,21.5,0,0.5,0,0,0.3,22.3,2,1
2,2015-02-11T22:24:18.000,2015-02-11T22:28:18.000,N,1,-73.925308227539062,40.761722564697266,-73.935333251953125,40.767269134521484,2,0.65,5,0.5,0.5,0.7,0,0.3,7,1,1
2,2015-02-22T23:47:51.000,2015-02-23T00:09:43.000,N,1,-73.959442138671875,40.666664123535156,-73.920364379882813,40.638740539550781,1,4.44,16,0.5,0.5,0,0,0.3,17.3,1,1
1,2015-02-23T09:10:56.000,2015-02-23T09:19:34.000,N,1,-73.93939208984375,40.805118560791016,-73.951507568359375,40.788677215576172,2,1.3,7.5,0,0.5,0,0,0.3,8.3,2,1
2,2015-02-28T18:41:52.000,2015-02-28T18:52:16.000,N,1,-73.951324462890625,40.825336456298828,-73.95269775390625,40.804950714111328,1,1.62,9,0,0.5,1.96,0,0.3,11.76,1,1
2,2015-02-20T02:00:11.000,2015-02-20T02:25:55.000,N,1,-73.975143432617188,40.693328857421875,-73.776679992675781,40.646076202392578,1,17.57,47,0.5,0.5,0,0,0.3,48.3,2,1
1,2015-02-26T13:29:33.000,2015-02-26T13:47:47.000,N,1,-73.956962585449219,40.748195648193359,-73.98468017578125,40.741443634033203,2,3.2,14.5,0,0.5,5.15,5.33,0.3,25.78,1,1
2,2015-02-25T10:58:00.000,2015-02-25T11:09:13.000,N,1,-73.890548706054688,40.746883392333984,-73.858352661132813,40.749843597412109,1,1.72,9,0,0.5,0,0,0.3,9.8,2,1
2,2015-02-24T23:39:33.000,2015-02-24T23:45:00.000,N,1,-73.957679748535156,40.671466827392578,-73.947219848632813,40.685417175292969,1,1.5,6.5,0.5,0.5,0,0,0.3,7.8,2,1
2,2015-02-19T00:48:09.000,2015-02-19T01:00:07.000,N,1,-73.964469909667969,40.682960510253906,-73.922149658203125,40.673439025878906,1,2.7,11,0.5,0.5,0,0,0.3,12.3,2,1
2,2015-02-05T18:53:03.000,2015-02-05T19:03:20.000,N,1,-73.986671447753906,40.702339172363281,-73.964195251464844,40.70849609375,1,2.58,10,1,0.5,2.36,0,0.3,14.16,1,1
2,2015-02-24T09:08:06.000,2015-02-24T09:14:13.000,N,1,-73.942222595214844,40.842216491699219,-73.938270568847656,40.8504638671875,1,0.56,5.5,0,0.5,0,0,0.3,6.3,2,1
2,2015-02-04T12:29:43.000,2015-02-04T13:14:08.000,N,1,-73.904922485351563,40.741710662841797,-73.962745666503906,40.763252258300781,1,3.71,26.5,0,0.5,4,0,0.3,31.3,1,1
2,2015-02-07T20:17:09.000,2015-02-07T20:20:06.000,N,1,-73.925125122070312,40.761688232421875,-73.9208984375,40.767459869384766,1,0.44,4,0.5,0.5,0,0,0.3,5.3,2,1
1,2015-02-07T14:54:21.000,2015-02-07T15:22:01.000,N,5,-73.95318603515625,40.813716888427734,-73.904815673828125,40.823108673095703,1,4.2,0,0,0,0,0,0,0,2,2
2,2015-02-07T14:31:08.000,2015-02-07T15:10:45.000,N,1,-73.920211791992188,40.777740478515625,-73.873893737792969,40.908336639404297,1,14.23,44.5,0,0.5,0,0,0.3,45.3,2,1
2,2015-01-03T17:57:11.000,2015-01-03T18:05:53.000,N,1,-73.9342041015625,40.849567413330078,-73.924728393554688,40.835643768310547,1,1.4,7.5,0,0.5,0,0,0.3,8.3,2,1
2,2015-01-18T18:00:29.000,2015-01-18T18:19:47.000,N,1,-73.975578308105469,40.685817718505859,-73.975456237792969,40.686115264892578,1,1.47,12.5,0,0.5,3.75,0,0.3,17.05,1,1
2,2015-02-11T17:26:26.000,2015-02-11T17:31:43.000,N,1,-73.870674133300781,40.751426696777344,-73.882453918457031,40.750251770019531,1,0.82,5.5,1,0.5,0,0,0.3,7.3,2,1
2,2015-02-05T14:23:14.000,2015-02-05T14:39:29.000,N,1,-73.989433288574219,40.702579498291016,-73.98681640625,40.678874969482422,1,2.03,11.5,0,0.5,2.46,0,0.3,14.76,1,1
1,2015-02-14T21:43:18.000,2015-02-14T21:49:47.000,N,1,-73.862312316894531,40.749980926513672,-73.860321044921875,40.735988616943359,1,1.1,6.5,0.5,0.5,0,0,0.3,7.8,2,1
2,2015-02-06T21:26:50.000,2015-02-06T21:46:20.000,N,1,-73.95379638671875,40.790802001953125,-73.976165771484375,40.741676330566406,1,4.82,18,0.5,0.5,1,0,0.3,20.3,1,1
2,2015-02-04T16:25:01.000,2015-02-04T16:43:47.000,N,1,-73.956405639648437,40.813346862792969,-73.936782836914062,40.802310943603516,1,1.83,12.5,1,0.5,0,0,0.3,14.3,1,1
2,2015-02-19T19:21:10.000,2015-02-19T19:27:04.000,N,1,-73.892166137695313,40.747035980224609,-73.89593505859375,40.761470794677734,1,1.44,7,1,0.5,0,0,0.3,8.8,2,1
2,2015-02-22T10:13:10.000,2015-02-22T10:27:20.000,N,1,-73.903434753417969,40.677906036376953,-73.959800720214844,40.682018280029297,1,2.89,12,0,0.5,0,0,0.3,12.8,2,1
2,2015-01-21T02:39:23.000,2015-01-21T02:48:44.000,N,1,-73.8963623046875,40.746166229248047,-73.873703002929688,40.732357025146484,1,2,9,0.5,0.5,0,0,0.3,10.3,2,1
2,2015-01-24T17:53:20.000,2015-01-24T18:22:57.000,N,1,-73.891197204589844,40.747024536132812,-73.9814453125,40.750690460205078,1,5.8,23,0,0.5,4.76,0,0.3,28.56,1,1
2,2015-02-06T00:53:24.000,2015-02-06T00:56:37.000,N,1,-73.829933166503906,40.71368408203125,-73.817695617675781,40.709465026855469,1,1.05,5,0.5,0.5,0,0,0.3,6.3,2,1
2,2015-02-27T19:57:20.000,2015-02-27T20:12:13.000,N,1,-73.956977844238281,40.812408447265625,-73.935615539550781,40.833240509033203,1,2.46,11.5,1,0.5,0,0,0.3,13.3,2,1
2,2015-02-24T15:24:19.000,2015-02-24T15:25:36.000,N,2,-73.807586669921875,40.700462341308594,-73.807411193847656,40.700263977050781,1,0.01,52,0,0.5,0,0,0.3,52.8,2,1
2,2015-01-16T21:12:15.000,2015-01-16T21:15:32.000,N,5,-73.860832214355469,40.833553314208984,-73.856864929199219,40.840175628662109,1,0.65,7,0,0,2.1,0,0,9.1,1,2
2,2015-01-08T21:48:43.000,2015-01-08T21:55:40.000,N,1,-73.992034912109375,40.690486907958984,-73.992385864257813,40.683891296386719,1,0.5,6,0.5,0.5,0,0,0.3,7.3,2,1
2,2015-02-12T20:01:47.000,2015-02-12T20:11:59.000,N,1,-73.890586853027344,40.74700927734375,-73.87481689453125,40.774101257324219,1,3.01,12,1,0.5,0,0,0.3,13.8,1,1
2,2015-02-23T00:47:44.000,2015-02-23T00:54:14.000,N,1,-73.960540771484375,40.661731719970703,-73.965599060058594,40.652206420898438,1,0.91,6,0.5,0.5,0,0,0.3,7.3,2,1
2,2015-02-23T20:13:59.000,2015-02-23T20:38:19.000,N,1,-73.986953735351563,40.693828582763672,-73.980812072753906,40.764087677001953,1,7.59,24.5,0.5,0.5,5.16,0,0.3,30.96,1,1
1,2015-02-21T19:04:41.000,2015-02-21T19:24:54.000,N,1,-73.964714050292969,40.687911987304688,-73.959335327148438,40.652664184570312,1,2.5,13,0,0.5,3.45,0,0.3,17.25,1,1
2,2015-02-25T18:55:30.000,2015-02-25T19:19:07.000,N,1,-73.82904052734375,40.713359832763672,-73.782760620117187,40.644096374511719,1,6.55,23.5,1,0.5,0,0,0.3,25.3,2,1
1,2015-02-25T18:16:27.000,2015-02-25T18:27:13.000,N,1,-73.942802429199219,40.811790466308594,-73.960708618164062,40.810916900634766,1,1.3,8.5,1,0.5,0,0,0.3,10.3,2,1
2,2015-02-06T20:46:06.000,2015-02-06T20:56:06.000,N,1,-73.967300415039063,40.673702239990234,-73.98992919921875,40.672863006591797,5,1.8,8.5,0.5,0.5,0.02,0,0.3,9.82,1,1
2,2015-02-09T12:47:36.000,2015-02-09T12:55:39.000,N,1,-73.953384399414063,40.791053771972656,-73.976203918457031,40.780876159667969,1,2.04,8.5,0,0.5,2.32,0,0.3,11.62,1,1
2,2015-02-21T00:58:12.000,2015-02-21T01:12:16.000,N,1,-73.941390991210938,40.679988861083984,-73.920204162597656,40.706573486328125,1,3.44,13.5,0.5,0.5,3.7,0,0.3,18.5,1,1
2,2015-02-25T11:20:35.000,2015-02-25T11:45:03.000,N,1,-73.957313537597656,40.689140319824219,-73.941032409667969,40.626697540283203,2,4.8,20,0,0.5,0,0,0.3,20.8,1,1
1,2015-02-22T23:22:36.000,2015-02-22T23:29:10.000,N,1,-73.873153686523438,40.748943328857422,-73.869766235351563,40.761016845703125,1,1.3,7,0.5,0.5,0,0,0.3,8.3,2,1
2,2015-02-01T23:15:16.000,2015-02-01T23:17:44.000,N,1,-73.896690368652344,40.85467529296875,-73.900909423828125,40.848011016845703,1,0.51,4,0.5,0.5,0,0,0.3,5.3,1,1
1,2015-02-15T00:30:02.000,2015-02-15T00:47:36.000,N,1,-73.891654968261719,40.746772766113281,-73.886367797851563,40.747417449951172,1,2.1,12.5,0.5,0.5,0,0,0.3,13.8,2,1
1,2015-02-27T08:27:48.000,2015-02-27T08:38:51.000,N,1,-73.947952270507813,40.824501037597656,-73.988517761230469,40.767837524414063,1,5.1,16,0,0.5,2,0,0.3,18.8,1,1
2,2015-02-04T19:25:02.000,2015-02-04T19:30:53.000,N,1,-73.924407958984375,40.679058074951172,-73.916847229003906,40.672664642333984,1,0.78,5.5,1,0.5,0,0,0.3,7.3,2,1
2,2015-02-02T15:38:17.000,2015-02-02T15:46:11.000,N,1,-73.913131713867188,40.766189575195313,-73.9241943359375,40.770980834960938,1,0.87,6.5,0,0.5,0,0,0.3,7.3,2,1
1,2015-02-13T19:40:50.000,2015-02-13T19:45:51.000,N,1,-73.96173095703125,40.713832855224609,-73.951034545898438,40.724235534667969,1,0.9,5.5,1,0.5,2,0,0.3,9.3,1,1
2,2015-02-28T15:49:34.000,2015-02-28T15:52:53.000,N,1,-73.844284057617188,40.7213134765625,-73.8402099609375,40.715137481689453,1,0.63,4.5,0,0.5,0,0,0.3,5.3,2,1
2,2015-02-14T04:01:51.000,2015-02-14T04:15:20.000,N,1,-73.940559387207031,40.819869995117188,-73.977210998535156,40.729274749755859,1,7.48,22,0.5,0.5,0,0,0.3,23.3,2,1
2,2015-01-29T02:49:37.000,2015-01-29T03:13:47.000,N,1,-73.938957214355469,40.698837280273438,-73.915985107421875,40.774433135986328,1,9.07,28,0.5,0.5,5.7,0,0.3,35,1,1
2,2015-02-04T08:40:12.000,2015-02-04T09:08:11.000,N,1,-73.986976623535156,40.692169189453125,-73.972625732421875,40.745941162109375,2,4.05,20,0,0.5,5.2,0,0.3,26,1,1
1,2015-02-26T00:45:18.000,2015-02-26T00:49:06.000,N,1,-73.953887939453125,40.58740234375,-73.960792541503906,40.591377258300781,1,0.6,4.5,0.5,0.5,0,0,0.3,5.8,2,1
2,2015-02-10T16:16:44.000,2015-02-10T16:30:49.000,N,1,-73.959243774414063,40.716419219970703,-73.996063232421875,40.723548889160156,6,2.83,12.5,1,0.5,2.7,0,0,16.7,1,1
2,2015-02-16T22:08:13.000,2015-02-16T22:20:22.000,N,1,-73.937919616699219,40.804546356201172,-73.940841674804688,40.832466125488281,1,2.51,11,0.5,0.5,0,0,0.3,12.3,2,1
2,2015-01-30T19:43:39.000,2015-01-30T19:47:22.000,N,1,-73.945465087890625,40.807849884033203,-73.936599731445313,40.814277648925781,1,0.84,5,1,0.5,0,0,0.3,6.8,2,1
1,2015-01-17T20:26:11.000,2015-01-17T20:47:48.000,N,1,-73.91461181640625,40.848030090332031,-73.902000427246094,40.840290069580078,1,2.6,15.5,0.5,0.5,0,0,0.3,16.8,2,1
2,2015-01-28T07:38:39.000,2015-01-28T08:14:55.000,N,1,-73.939010620117188,40.816558837890625,-73.999809265136719,40.743400573730469,1,8.29,30.5,0,0.5,6.1,0,0.3,37.4,1,1
1,2015-01-22T10:49:54.000,2015-01-22T10:59:32.000,N,1,-73.901519775390625,40.819549560546875,-73.903289794921875,40.832195281982422,1,1.1,8,0,0.5,0,0,0.3,8.8,2,1
2,2015-02-23T01:26:32.000,2015-02-23T01:39:55.000,N,1,-73.958221435546875,40.717323303222656,-73.991310119628906,40.723941802978516,4,2.97,12.5,0.5,0.5,3.45,0,0.3,17.25,1,1
2,2015-02-24T18:33:01.000,2015-02-24T18:42:14.000,N,1,-73.903526306152344,40.745731353759766,-73.890670776367188,40.73895263671875,1,1.14,7.5,1,0.5,0,0,0.3,9.3,2,1
2,2015-02-14T01:38:04.000,2015-02-14T01:57:02.000,N,1,-73.961219787597656,40.714580535888672,-73.918952941894531,40.702247619628906,1,3.27,14.5,0.5,0.5,3.16,0,0.3,18.96,1,1
2,2015-01-18T00:32:47.000,2015-01-18T00:44:25.000,N,1,-73.983314514160156,40.672706604003906,-73.950614929199219,40.660236358642578,1,2.4,10.5,0.5,0.5,0,0,0.3,11.8,2,1
2,2015-02-07T20:17:03.000,2015-02-07T20:30:23.000,N,1,-73.916656494140625,40.757926940917969,-73.907135009765625,40.773670196533203,2,1.39,9.5,0.5,0.5,2.16,0,0.3,12.96,1,1
2,2015-02-13T09:41:56.000,2015-02-13T09:50:57.000,N,1,-73.988853454589844,40.692230224609375,-74.006294250488281,40.672706604003906,1,2.41,9.5,0,0.5,0,0,0.3,10.3,2,1
2,2015-02-15T04:21:02.000,2015-02-15T04:34:30.000,N,1,-73.939178466796875,40.757328033447266,-73.883949279785156,40.747840881347656,1,3.52,13.5,0.5,0.5,0,0,0.3,14.8,2,1
2,2015-02-11T15:21:39.000,2015-02-11T15:28:14.000,N,1,-73.952964782714844,40.810123443603516,-73.951698303222656,40.819591522216797,1,0.85,6,0,0.5,0,0,0.3,6.8,1,1
2,2015-02-07T00:42:55.000,2015-02-07T00:59:06.000,N,1,-73.95794677734375,40.721817016601563,-73.991264343261719,40.720935821533203,1,3.05,13,0.5,0.5,2.7,0,0.3,17,1,1
2,2015-02-09T20:11:41.000,2015-02-09T20:14:06.000,N,1,-73.943382263183594,40.810455322265625,-73.936843872070313,40.815784454345703,1,0.61,4,0.5,0.5,2,0,0.3,7.3,1,1
2,2015-02-13T22:59:45.000,2015-02-13T23:07:43.000,N,1,-73.925308227539062,40.810188293457031,-73.909576416015625,40.814975738525391,1,1.8,8,0.5,0.5,0,0,0.3,9.3,2,1
2,2015-02-01T14:53:57.000,2015-02-01T15:27:57.000,N,1,-73.963066101074219,40.711860656738281,-74.000808715820313,40.757400512695313,1,6.89,27.5,0,0.5,0,0,0.3,28.3,2,1
2,2015-02-13T23:36:05.000,2015-02-13T23:45:59.000,N,1,-73.903923034667969,40.842540740966797,-73.927665710449219,40.83154296875,1,1.95,8.5,0.5,0.5,0,0,0.3,9.8,1,1
2,2015-01-19T17:59:47.000,2015-01-19T18:27:36.000,N,1,-73.989295959472656,40.696193695068359,-73.981109619140625,40.720859527587891,1,4.07,20,0,0.5,4,0,0.3,24.8,1,1
2,2015-01-30T20:19:55.000,2015-01-30T20:26:59.000,N,1,-73.967170715332031,40.693328857421875,-73.983268737792969,40.694732666015625,1,0.92,6.5,0.5,0.5,1.95,0,0.3,9.75,1,1
2,2015-02-05T19:31:09.000,2015-02-05T19:45:57.000,N,1,-73.917976379394531,40.6787109375,-73.957206726074219,40.672855377197266,1,2.48,12,1,0.5,0,0,0.3,13.8,2,1
1,2015-02-24T09:22:04.000,2015-02-24T09:37:46.000,N,1,-73.933547973632812,40.85498046875,-73.965217590332031,40.806381225585938,1,4.2,15,0,0.5,0,0,0.3,15.8,2,1
2,2015-02-15T06:36:32.000,2015-02-15T06:48:02.000,N,1,-73.877548217773438,40.736961364746094,-73.923858642578125,40.768104553222656,1,4.26,14,0,0.5,0,0,0.3,14.8,2,1
1,2015-02-10T22:56:54.000,2015-02-10T23:13:11.000,N,1,-73.911781311035156,40.775409698486328,-73.955970764160156,40.767848968505859,1,4.6,15.5,0.5,0.5,3,0,0.3,19.8,1,1
1,2015-01-23T05:31:04.000,2015-01-23T05:49:21.000,N,1,-73.948562622070313,40.676036834716797,-74.01824951171875,40.677120208740234,1,4.5,17,0.5,0.5,4.55,0,0.3,22.85,1,1
2,2015-02-17T17:43:13.000,2015-02-17T18:15:25.000,N,1,-73.983795166015625,40.694786071777344,-73.952064514160156,40.603046417236328,1,8.11,28,1,0.5,0,0,0.3,29.8,2,1
1,2015-02-03T19:30:10.000,2015-02-03T19:38:52.000,N,1,-73.958061218261719,40.717540740966797,-73.944740295410156,40.726554870605469,1,1,7,1,0.5,0,0,0.3,8.8,2,1
2,2015-02-05T21:11:26.000,2015-02-05T21:17:07.000,N,1,-73.844276428222656,40.721366882324219,-73.848381042480469,40.709270477294922,1,1.05,6,0.5,0.5,0,0,0.3,7.3,2,1
2,2015-02-26T20:19:38.000,2015-02-26T20:30:56.000,N,5,-73.862808227539063,40.832801818847656,-73.931083679199219,40.850448608398438,1,4.34,16,0,0,0,0,0,16,2,2
2,2015-02-10T18:52:04.000,2015-02-10T19:11:52.000,N,1,-73.960487365722656,40.807582855224609,-73.973190307617187,40.764297485351562,1,3.7,15.5,1,0.5,2,0,0.3,19.3,1,1
1,2015-02-24T10:03:47.000,2015-02-24T10:27:25.000,Y,1,-73.954917907714844,40.720611572265625,-73.959770202636719,40.691295623779297,1,3.7,18,0,0.5,0,0,0.3,18.8,2,1
2,2015-02-01T14:34:50.000,2015-02-01T14:57:28.000,N,1,-73.982185363769531,40.686683654785156,-73.965362548828125,40.716823577880859,1,3.55,16.5,0,0.5,0,0,0.3,17.3,1,1
2,2015-02-14T20:04:57.000,2015-02-14T20:18:18.000,N,1,-73.908706665039063,40.824237823486328,-73.937652587890625,40.797107696533203,1,2.72,11.5,0.5,0.5,0,0,0.3,12.8,2,1
2,2015-01-17T11:56:37.000,2015-01-17T12:10:50.000,N,1,-73.899528503417969,40.745941162109375,-73.849708557128906,40.738998413085938,1,4.46,14.5,0,0.5,0,0,0.3,15.3,2,1
2,2015-02-14T07:51:04.000,2015-02-14T07:58:41.000,N,1,-73.952102661132813,40.798069000244141,-73.94775390625,40.782791137695312,1,1.4,7.5,0,0.5,0,0,0.3,8.3,2,1
2,2015-02-17T05:26:36.000,2015-02-17T05:34:05.000,N,5,-73.881561279296875,40.750026702880859,-73.862823486328125,40.749561309814453,1,1.18,8.2,0,0.5,0,0,0.3,9,2,1
1,2015-02-28T01:53:12.000,2015-02-28T01:59:14.000,N,1,-73.955184936523438,40.720073699951172,-73.948501586914062,40.708751678466797,1,1.3,6.5,0.5,0.5,0,0,0.3,7.8,2,1
2,2015-02-22T21:47:27.000,2015-02-22T21:59:37.000,N,1,-73.97320556640625,40.689601898193359,-73.961380004882813,40.714580535888672,1,4,14,0.5,0.5,1.53,0,0.3,16.83,1,1
2,2015-01-09T22:20:40.000,2015-01-09T22:23:16.000,N,1,-73.94976806640625,40.785507202148437,-73.95098876953125,40.782848358154297,1,0.36,3.5,0.5,0.5,0,0,0.3,4.8,2,1
2,2015-02-27T22:57:11.000,2015-02-27T23:20:07.000,N,1,-73.928024291992188,40.738773345947266,-73.980842590332031,40.783256530761719,4,5.6,20,0.5,0.5,4,0,0.3,25.3,1,1
2,2015-02-26T18:23:56.000,2015-02-26T18:46:51.000,N,1,-73.938240051269531,40.846836090087891,-73.899406433105469,40.880130767822266,1,3.58,16,1,0.5,0,0,0.3,17.8,2,1
